190,Adam Hložek,us USA,FWMF,Eint Frankfurt,18,2003,29,16,1286,14.3,5,3,8,0,0,2,0,122,171.9,5,0
191,Nicolas Höfler,us USA,MF,Eint Frankfurt,18,2003,32,32,2816,31.3,0,1,1,0,0,9,1,385,352.7,0,86.46
192,Jonas Hofmann,us USA,FWMF,Eint Frankfurt,18,2003,31,30,2680,29.8,12,9,21,0,1,2,0,186,345.4,0,81.37
193,Philipp Hofmann,us USA,FW,Eint Frankfurt,18,2003,34,31,2631,29.2,8,2,10,0,0,5,0,0,273.7,8,62.31
194,Lucas Höler,us USA,FWMF,Eint Frankfurt,18,2003,26,16,1503,16.7,5,2,7,0,0,1,0,232,193.5,5,0
195,Gerrit Holtmann,us USA,FWMF,Eint Frankfurt,18,2003,23,8,945,10.5,1,1,2,0,0,0,0,114,103.8,1,0
196,Jannes Horn,us USA,DFFW,Eint Frankfurt,18,2003,2,1,59,0.7,0,0,0,0,0,1,0,6,7.3,0,0
197,Lukáš Hrádecký,us USA,GK,Eint Frankfurt,18,2003,33,33,2969,33.0,0,0,0,0,0,0,1,0,170.3,0,0
198,Timo Hübers,us USA,DF,Eint Frankfurt,18,2003,29,28,2559,28.4,3,0,3,0,0,8,0,294,287.1,3,86.86
199,Callum Hudson-Odoi,us USA,FWMF,Eint Frankfurt,18,2003,14,7,605,6.7,0,1,1,0,0,0,0,62,71,0,0
200,Mats Hummels,us USA,DF,Eint Frankfurt,18,2003,30,24,2018,22.4,1,0,1,0,0,4,0,266,226.9,1,0
201,Denis Huseinbasic,us USA,MFFW,Eint Frankfurt,18,2003,24,7,791,8.8,4,1,5,0,0,3,0,0,0,0,0
202,Iago,us USA,DFMF,Eint Frankfurt,18,2003,22,19,1600,17.8,0,2,2,0,0,6,1,0,0,0,0
203,Arijon Ibrahimović,us USA,MF,Eint Frankfurt,18,2003,1,0,14,0.2,0,0,0,0,0,0,0,5,2.1,0,0
204,Marcus Ingvartsen,us USA,FWMF,Eint Frankfurt,18,2003,28,16,1314,14.6,10,0,10,4,4,2,0,144,171.8,0,0
205,Ko Itakura,us USA,DF,Eint Frankfurt,18,2003,24,22,1981,22.0,0,2,2,0,0,1,2,162,205.9,0,0
206,Hiroki Ito,us USA,DF,Eint Frankfurt,18,2003,30,29,2561,28.5,1,1,2,0,0,5,0,223,287.2,1,85.73
207,Andreas Ivan,us USA,MF,Eint Frankfurt,18,2003,1,0,46,0.5,0,0,0,0,0,0,0,2,6,0,0
208,Lee Jae-sung,us USA,MF,Eint Frankfurt,18,2003,34,24,1894,21.0,7,5,12,0,0,2,0,0,0,0,0
209,Paul Jaeckel,us USA,DF,Eint Frankfurt,18,2003,16,13,1196,13.3,1,0,1,0,0,4,1,112,135.4,1,0
210,Kristijan Jakić,us USA,DFMF,Eint Frankfurt,18,2003,24,17,1460,16.2,1,0,1,0,0,4,0,163,183.6,1,0
211,Saidy Janko,us USA,DF,Eint Frankfurt,18,2003,20,12,1134,12.6,0,0,0,0,0,1,0,114,139.2,0,0
212,Tony Jantschke,us USA,DFMF,Eint Frankfurt,18,2003,8,1,99,1.1,0,0,0,0,0,0,0,12,14.8,0,0
213,Fredrik Jensen,us USA,FWMF,Eint Frankfurt,18,2003,20,8,924,10.3,2,1,3,0,0,1,0,90,120.1,2,0
214,Moritz Jenz,us USA,DF,Eint Frankfurt,18,2003,11,11,945,10.5,0,0,0,0,0,5,0,94,103.2,0,0
